deny,black,hisp,PIratio,HEIratio,LVmed,LVhi,creditscore,publicrecord,PMIdenied,selfemp,single,school1,uria,condo
0,0,0,.36,.27,0,0,4,0,0,0,0,1,10.6,0
0,0,0,.23,.23,0,0,1,0,0,0,1,1,1.8,0
0,0,0,.33,.31,0,0,2,0,0,0,0,1,10.6,0
0,0,0,.28,.28,0,0,1,0,0,1,0,1,3.2,0
0,0,0,.33,.18,0,0,1,0,0,0,1,1,3.1,0
1,0,0,.37,.29,0,1,2,0,1,1,1,1,4.3,0
0,0,0,.32,.24,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.27,.27,0,0,2,0,0,0,1,1,3.9,0
0,0,0,.28,.28,0,1,2,0,0,0,0,1,4.3,0
0,0,0,.39,.3,0,1,2,0,0,0,0,1,3.1,0
0,0,0,.38,.31,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.38,.34,1,0,1,0,0,0,0,1,10.6,0
1,0,0,.38,.31,1,0,2,0,1,0,1,1,3.2,1
1,1,0,.3,.25,1,0,2,0,0,0,0,1,2,0
0,1,0,.39,.25,1,0,2,0,0,0,0,1,2,0
0,0,0,.34,.22,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.19,.17,0,0,2,0,0,1,0,1,3.2,0
0,0,0,.34,.26,0,0,3,1,0,0,0,1,3.1,0
0,0,0,.33,.32,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.31,.19,0,0,2,0,0,1,0,1,4.3,1
0,1,0,.29,.28,1,0,2,0,0,0,0,1,3.9,1
0,0,0,.2,.2,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.45,.34,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.32,.27,0,0,2,0,0,0,0,1,3.2,1
0,0,0,.2,.09,0,0,1,0,0,1,0,1,3.2,1
0,0,0,.27,.19,0,0,1,0,0,1,0,1,3.2,0
0,0,0,.13,.11,0,0,2,0,0,0,1,1,1.8,0
0,0,0,.15,.07,1,0,1,0,0,1,0,1,1.8,1
0,0,0,.1,.02,1,0,1,0,0,1,0,1,3.2,0
0,0,0,.38,.24,0,0,2,0,0,0,0,1,10.6,0
0,0,0,.22,.13,0,0,1,0,0,0,0,1,3.9,1
0,0,0,.22,.21,0,0,1,0,0,1,0,1,4.3,0
0,0,0,.13,.12,1,0,2,0,0,1,0,1,3.2,1
0,0,0,.07,.04,0,0,1,0,0,0,1,1,3.9,1
1,0,0,.36,.3,0,0,1,0,0,0,1,1,3.1,0
1,0,0,.36,.3,0,0,1,0,0,0,1,1,3.1,0
0,0,0,.2465,.2447,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.219,.169,0,0,1,0,0,0,0,1,3.9,0
1,0,0,.313,.214,1,0,2,0,1,0,0,1,3.9,0
0,0,0,.377,.289,0,0,1,0,0,1,0,1,10.6,0
0,0,0,.121,.074,0,0,1,0,0,1,1,1,1.8,1
0,0,0,.319,.28,0,0,1,0,0,0,0,1,3.2,1
0,0,0,.357,.279,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.378,.214,0,0,1,0,0,1,1,1,3.2,1
0,0,0,.293,.203,1,0,2,0,0,0,0,1,4.3,0
0,0,0,.381,.297,0,0,2,0,0,0,0,1,4.3,1
0,0,0,.228,.178,0,0,2,0,0,0,0,0,3.1,0
0,0,0,.233,.2,0,0,1,0,0,0,1,1,3.2,1
0,0,0,.287,.271,0,0,1,0,0,0,1,1,2,0
0,0,0,.245,.213,0,0,3,0,0,1,0,1,3.2,0
0,0,0,.295,.214,1,0,2,0,0,0,0,1,10.6,0
0,0,0,.393,.188,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.33,.29,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.298,.259,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.403,.344,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.386,.301,1,0,2,0,0,0,0,1,3.2,0
1,1,0,.382,.223,1,0,2,0,0,0,1,1,3.2,0
1,1,0,.378,.248,1,0,2,0,0,0,1,1,1.8,0
0,0,0,.352,.267,0,0,1,0,0,0,0,1,3.2,1
0,0,0,.306,.206,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.4001,.3113,0,0,2,0,0,0,0,1,2,0
0,0,0,.27,.232,1,0,2,0,0,0,0,1,3.1,0
0,0,0,.385,.23,1,0,2,0,0,0,1,1,3.2,1
1,0,0,.322,.269,1,0,2,0,1,0,0,1,2,0
0,0,0,.212,.177,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.175,.11,0,0,1,0,0,0,0,1,3.1,1
0,0,0,.2996,.2764,0,0,2,0,0,0,1,1,4.3,1
0,0,1,.2918,.2093,1,0,1,0,0,0,0,1,3.1,0
0,0,0,.258,.252,0,0,1,0,0,0,0,1,3.9,0
0,0,1,.146,.139,1,0,2,0,0,0,0,1,5.3,1
0,0,0,.266,.261,0,0,1,0,0,0,0,1,2,0
1,0,0,.388,.274,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.243,.155,0,0,1,0,0,0,1,1,3.2,1
0,0,0,.155,.133,1,0,1,0,0,0,0,1,3.2,1
0,0,0,.388,.281,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.3,.125,1,0,1,0,0,0,0,1,5.3,0
0,0,0,.399,.312,0,0,3,0,0,0,0,1,3.9,0
0,0,0,.2474,.2278,0,0,2,0,0,0,1,1,3.9,0
0,1,0,.395,0,0,0,1,0,0,1,0,1,1.8,1
0,0,0,.36,.2,1,0,2,0,0,0,1,1,2,0
1,0,0,.43,.43,0,0,1,0,0,1,0,1,3.1,0
0,0,0,.12,.05,0,0,1,0,0,0,1,1,4.3,0
0,0,0,.39,.19,1,0,1,0,0,0,0,1,5.3,0
0,0,0,.33,.27,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.35,.2,0,0,1,0,0,1,0,1,10.6,1
0,0,0,.33,.26,1,0,2,0,0,0,0,1,2,0
0,0,0,.43,.32,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.29,.28,0,0,2,0,0,0,1,1,3.1,0
0,0,0,.28,.24,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.4,.18,0,0,2,0,0,0,1,1,3.1,0
0,0,0,.37,.22,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.33,.33,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.28,.24,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.36,.31,0,0,1,0,0,0,0,1,10.6,0
0,0,1,.44,.17,1,0,1,0,0,0,0,1,3.2,0
0,0,0,.45,.18,1,0,1,1,0,1,1,1,8.9,0
0,0,0,.3,.13,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.38,.21,0,0,1,0,0,1,1,1,3.9,0
0,0,0,.29,.29,0,0,1,0,0,0,1,1,3.1,0
0,0,0,.33,.31,0,0,1,0,0,1,0,1,3.9,0
0,0,0,.21,.21,0,0,1,1,0,0,0,1,3.2,0
0,1,0,.38,.24,0,0,1,0,0,0,0,1,3.2,0
0,1,0,.31,.22,0,0,2,0,0,0,0,1,1.8,1
0,1,0,.19,.19,0,0,2,0,0,0,1,1,3.2,1
0,1,0,.36,.36,0,0,2,0,0,0,1,1,3.2,1
0,1,0,.425,.253,0,1,1,0,0,0,0,1,3.9,0
0,1,0,.35,.28,0,0,2,0,0,0,0,1,1.8,1
0,1,0,.37,.28,1,0,2,0,0,0,1,1,3.9,0
0,0,0,.34,.28,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.33,.27,1,0,2,0,0,0,0,1,3.2,1
0,0,1,.3535,.2311,0,0,2,0,0,0,1,1,3.2,1
0,0,1,.36,.26,0,0,2,0,0,0,1,0,4.3,1
0,0,1,.126,.126,1,0,1,0,0,0,0,1,4.3,0
0,0,0,.31,.3,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.3458,.3458,0,0,1,0,0,0,1,1,3.2,1
0,1,0,.42,.32,1,0,2,0,0,1,0,1,4.3,0
0,0,1,.2712,.2712,0,0,2,0,0,0,0,1,3.2,1
0,0,1,.2399,.2399,0,0,2,0,0,0,0,0,5.3,1
0,0,1,.29,.29,1,0,2,0,0,0,1,1,2,1
0,1,0,.38,.28,0,1,2,0,0,0,1,1,3.2,1
0,0,1,.17,.15,1,0,2,0,0,0,1,1,3.1,0
0,1,0,.2258,.1449,1,0,2,0,0,0,0,1,3.2,0
0,1,0,.35,.26,0,0,2,0,0,0,1,1,3.1,1
0,0,1,.3444,.315,1,0,2,0,0,0,0,1,3.2,0
0,0,1,.298,.255,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.33,.27,0,0,2,0,0,0,1,1,3.2,1
0,1,0,.24,.24,1,0,2,0,0,0,0,1,3.9,1
0,1,0,.2809,.2397,1,0,2,0,0,0,1,1,1.8,1
0,0,0,.32,.32,0,0,2,0,0,0,1,1,2,1
0,1,0,.16,.1,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.4,.37,1,0,2,0,0,0,1,1,2,0
0,1,0,.25,.13,1,0,1,0,0,1,0,1,1.8,0
0,0,0,.35,.32,1,0,2,0,0,1,1,1,3.2,1
0,1,0,.38,.3,0,0,2,0,0,0,1,1,3.2,1
0,1,0,.32,.31,1,0,2,0,0,0,1,1,3.2,1
0,1,0,.35,.23,0,0,2,0,0,0,1,1,3.2,0
0,1,0,.27,.2,0,0,2,0,0,0,1,0,3.2,0
0,1,0,.1629,.1288,1,0,2,0,0,0,0,1,3.2,0
0,0,1,.21,.21,1,0,2,0,0,0,0,1,3.2,1
0,1,0,.25,.22,1,0,2,0,0,0,0,1,3.9,1
0,1,0,.29,.22,0,1,2,0,0,0,0,1,3.1,1
0,0,0,.41,.3,0,0,2,0,0,0,1,1,3.2,0
0,1,0,.2712,.2712,0,0,2,0,0,0,1,1,3.2,1
0,1,0,.32,.27,1,0,2,0,0,0,1,1,2,1
0,0,1,.28,.25,0,1,2,0,0,0,0,1,3.2,0
0,0,0,.35,.35,0,0,2,0,0,0,1,1,3.2,0
0,1,0,.25,.25,1,0,2,0,0,0,0,1,3.2,0
0,1,0,.31,.19,0,0,2,0,0,0,1,1,3.2,0
0,1,0,.37,.23,1,0,2,0,0,0,1,1,3.9,1
0,1,0,.34,.27,1,0,2,0,0,0,1,1,3.2,0
0,1,0,.58,.58,1,0,2,0,0,0,1,1,3.2,1
0,1,0,.33,.27,1,0,2,0,0,0,0,1,3.6,1
0,1,0,.16,.12,1,0,1,0,0,0,1,1,3.2,0
0,1,0,.38,.31,1,0,2,0,0,0,1,1,3.2,1
0,1,0,.34,.31,0,0,2,0,0,0,0,1,1.8,0
0,1,0,.42,.29,1,0,4,0,0,0,1,1,3.1,0
0,1,0,.33,.12,0,0,1,0,0,0,0,1,1.8,1
1,1,0,.4468,.2005,1,0,2,0,0,0,1,1,1.8,0
1,0,1,.355,.345,1,0,2,0,1,0,1,0,3.2,0
1,1,0,.39,.26,1,0,2,0,0,0,0,1,3.2,0
1,1,0,.45,.2,1,0,2,0,0,0,0,0,3.2,0
1,1,0,.51,.41,1,0,2,0,0,0,1,1,5.3,0
1,1,0,.43,.33,0,0,2,1,0,0,0,0,3.2,1
1,1,0,.31,.27,1,0,2,0,1,0,1,1,3.2,1
1,1,0,.46,.33,0,0,2,0,0,0,1,1,1.8,0
1,1,0,.24,.24,0,1,2,1,0,0,1,1,10.6,0
0,1,0,.22,.19,0,1,1,0,1,0,0,1,3.2,1
1,1,0,.22,.19,1,0,1,0,1,0,0,1,4.3,1
1,0,1,.36,.36,1,0,1,0,0,0,1,1,3.2,0
1,0,0,.82,.6,0,1,2,0,1,0,1,1,3.2,0
1,1,0,.18,.05,0,0,2,0,0,0,1,1,2,1
1,0,0,.79,.69,1,0,2,0,1,0,1,1,2,0
1,0,0,.66,.31,1,0,2,0,0,0,1,1,3.2,1
1,0,1,.36,.31,1,0,2,0,1,0,0,1,3.2,0
1,1,0,.59,.24,1,0,2,0,1,0,0,1,10.6,1
1,0,1,.36,.3,1,0,2,0,0,0,1,1,3.9,0
1,1,0,.66,.53,1,0,2,1,1,0,1,1,3.2,0
1,1,0,.3128,.2248,1,0,2,0,1,0,1,1,3.9,0
1,1,0,.32,.21,1,0,2,0,0,0,0,1,2,0
1,1,0,.35,.32,1,0,2,1,1,0,1,1,3.9,1
1,1,0,.52,.51,1,0,2,0,1,0,1,1,3.2,0
1,1,0,.33,.31,1,0,2,0,1,0,1,1,3.2,0
1,1,0,.42,.27,1,0,2,0,1,0,0,1,3.2,0
1,1,0,.41,.34,0,1,2,1,1,0,0,1,3.2,0
1,0,0,1.14,1.04,1,0,2,1,1,1,1,1,3.9,0
1,1,0,.49,.33,0,0,2,0,1,0,0,1,3.2,1
1,1,0,.46,.36,0,0,2,0,0,0,0,1,3.2,1
1,1,0,.53,.38,1,0,2,0,0,0,0,1,3.2,0
1,0,1,.27,.27,0,0,2,0,0,0,0,0,4.3,1
1,0,1,.3,.22,0,0,2,0,0,0,0,0,10.6,1
1,1,0,.25,.19,0,0,2,0,0,0,1,1,1.8,0
1,1,0,.39,.28,0,0,2,1,1,0,1,1,2,1
1,0,0,.41,.34,1,0,2,0,1,0,0,1,2,0
1,1,0,.26,.26,0,0,2,0,0,0,1,1,3.2,1
1,1,0,.36,.25,1,0,2,0,0,0,1,1,3.2,1
1,1,0,.39,.34,1,0,2,0,0,0,1,1,3.2,0
1,0,1,.4,.35,0,0,2,1,0,0,0,1,3.1,0
1,1,0,.6,.6,1,0,2,0,1,0,1,1,3.2,0
1,1,0,.36,.26,1,0,2,1,0,0,1,1,3.9,1
1,1,0,.253,.237,1,0,2,1,1,0,1,1,3.9,1
1,1,0,.2976,.2976,0,1,2,0,1,0,1,1,3.2,0
1,1,0,.53,.48,1,0,2,0,1,0,1,1,10.6,0
1,0,1,.48,.22,0,0,2,0,0,0,0,1,1.8,1
1,1,0,.2695,.1995,1,0,2,0,0,0,1,1,3.2,0
1,1,0,.83,.49,1,0,2,0,0,0,1,1,3.9,0
1,1,0,.34,.23,0,1,2,0,1,0,0,1,2,0
0,0,0,.26,.26,0,0,2,0,0,0,0,1,3.2,0
1,0,0,.28,.23,1,0,2,0,1,1,1,1,3.2,0
1,0,0,.34,.28,1,0,2,0,0,0,1,1,5.3,0
0,0,0,.37,.23,0,0,1,0,0,0,1,1,3.2,0
1,0,0,.23,.18,0,0,1,0,0,1,0,1,10.6,0
0,0,0,.31,.26,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.36,.27,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.41,.4,0,0,2,0,0,0,0,1,10.6,0
0,0,0,.31,.3,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.44,.4,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.37,.28,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.39,.31,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.38,.28,0,0,1,0,0,0,0,1,10.6,0
0,0,0,.45,.21,0,0,1,0,0,0,1,1,4.3,1
0,0,0,.34,.31,0,0,2,0,0,0,0,1,2,0
0,0,1,.35,.21,1,0,1,1,0,0,1,1,3.2,1
0,0,1,.29,.19,1,0,1,0,0,0,0,1,3.2,1
0,0,0,.34,.22,1,0,1,0,0,0,1,1,3.1,1
0,0,0,.36,.32,0,0,2,0,0,0,0,1,3.2,0
1,0,0,.54,.47,0,1,2,1,0,0,0,1,3.2,0
0,0,0,.35,.22,1,0,1,0,0,0,0,1,3.2,1
0,0,0,.36,.3,1,0,1,0,0,1,0,1,10.6,0
0,0,0,.33,.22,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.35,.3,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.31,.28,0,0,3,0,0,0,0,1,3.9,0
1,0,0,.25,.22,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.37,.27,1,0,2,0,1,0,0,1,3.9,0
0,0,0,.27,.26,1,0,2,0,0,0,0,1,10.6,0
0,0,0,.27,.2,0,0,1,0,0,0,0,1,3.9,0
0,0,0,.36,.28,0,0,2,0,0,0,0,1,5.3,0
0,0,0,.21,.18,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.3,.23,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.34,.26,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.29,.24,0,0,2,0,0,1,0,1,3.2,0
0,0,0,.4,.22,1,0,2,0,0,0,1,1,3.1,0
0,0,0,.3,.23,0,0,2,0,0,0,0,1,3.2,0
0,0,1,.32,.23,1,0,1,0,0,0,0,1,3.9,0
0,0,0,.26,.26,0,0,2,0,0,0,1,1,4.3,0
0,0,0,.28,.28,1,0,1,0,0,0,0,1,3.1,0
0,0,0,.39,.23,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.22,.157,1,0,1,0,0,0,0,1,3.2,1
0,0,0,.281,.221,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.35,.303,1,0,2,0,0,0,0,1,5.3,0
0,0,0,.362,.276,1,0,1,0,0,0,0,1,10.6,0
0,0,0,.3448,.2125,1,0,1,0,0,0,1,1,1.8,1
0,0,0,.364,.276,1,0,1,0,0,1,0,1,3.2,0
0,0,0,.176,.173,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.374,.3172,1,0,2,0,0,0,0,1,1.8,0
0,0,0,.359,.342,1,0,1,0,0,0,0,1,3.1,0
0,0,0,.284,.254,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.3361,.3175,0,0,2,0,0,0,1,1,3.9,0
0,1,0,.255,.171,0,0,1,1,0,0,0,0,3.9,0
0,0,0,.3111,.3008,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.326,.269,1,0,2,0,0,0,0,1,2,0
0,0,0,.3281,.3075,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.38,.3,0,0,1,0,0,0,0,1,3.9,0
0,0,0,.322,.313,1,0,2,0,0,0,0,1,3.2,0
1,0,0,.316,.212,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.225,.221,0,1,2,0,0,0,1,1,3.1,1
0,0,0,.2236,.2169,1,0,2,0,0,0,1,1,2,1
0,0,0,.223,.223,0,0,2,0,0,0,1,1,2,0
0,0,0,.169,.11,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.422,.371,0,0,2,0,0,1,1,1,3.2,0
0,0,0,.3262,.1989,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.319,.282,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.44,.32,0,0,2,0,0,1,1,1,4.3,0
0,1,0,.382,.266,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.304,.245,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.34,.18,0,0,1,1,0,1,1,1,10.6,0
0,0,0,.322,.215,0,0,2,0,0,0,1,1,3.1,0
0,0,0,.379,.319,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.65,.44,0,0,1,1,0,1,0,1,3.2,0
0,0,0,.319,.3116,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.4075,.299,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.3592,.295,1,0,2,0,0,0,1,1,3.1,0
0,0,0,.1956,.1451,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.296,.27,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.357,.299,1,0,1,0,0,0,1,1,3.1,0
0,0,0,.362,.217,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.306,.278,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.275,.256,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.3074,.3023,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.324,.263,0,0,1,0,0,1,1,1,3.2,0
0,0,0,.228,.228,0,0,1,0,0,0,0,1,4.3,0
0,1,0,.3749,.3071,1,0,1,0,0,0,0,1,3.1,0
0,0,0,.403,.241,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.454,.166,0,0,1,0,0,0,0,1,10.6,0
0,0,0,.278,.167,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.2873,.2514,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.266,.212,1,0,2,0,0,0,0,1,2,0
0,0,0,.334,.269,1,0,2,0,0,0,1,1,1.8,0
0,0,0,.174,.17,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.333,.268,0,0,2,0,0,0,0,1,5.3,0
0,0,0,.333,.33,0,0,1,0,0,0,0,1,3.1,0
0,1,0,.382,.282,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.164,.145,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.241,.236,0,0,2,0,0,0,1,1,2,1
0,0,0,.297,.285,0,0,2,0,0,0,1,1,1.8,0
0,0,0,.323,.297,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.29,.15,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.341,.269,1,0,2,0,0,0,0,1,3.1,0
0,0,1,.382,.323,0,0,2,0,0,1,0,1,3.2,0
0,0,0,.414,.402,0,0,1,0,0,0,1,1,3.2,0
0,0,0,.266,.189,1,0,2,0,0,0,0,1,3.1,0
0,0,0,.2594,.2486,0,0,2,0,0,0,1,1,3.9,0
0,0,0,.4899,.2651,0,0,1,0,0,1,0,1,3.1,0
0,0,0,.266,.131,0,0,1,0,0,0,0,1,4.3,0
0,0,0,.221,.218,0,0,2,0,0,0,0,1,3.9,1
0,0,0,.4037,.3155,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.21,.21,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.304,.275,1,0,2,0,0,0,1,1,3.6,0
0,1,0,.389,.304,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.375,.276,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.323,.283,0,0,2,0,0,0,1,1,1.8,1
0,0,0,.319,.278,0,0,2,0,0,0,0,1,10.6,0
0,0,0,.302,.285,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.3614,.337,1,0,2,0,0,0,1,1,2,0
0,0,0,.3,.289,1,0,2,0,0,0,0,1,2,0
0,0,0,.209,.133,0,0,1,0,0,0,0,1,3.2,0
0,1,0,.401,.276,1,0,1,1,0,0,1,1,3.2,1
0,0,0,.33,.062,0,0,2,1,0,0,0,1,3.2,0
0,0,0,.304,.288,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.146,.131,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.36,.21,0,0,1,0,0,1,1,1,1.8,0
0,0,0,.37,.26,1,0,2,0,0,0,1,1,1.8,0
0,0,0,.34,.3,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.24,.24,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.21,.15,0,0,1,0,0,0,0,1,10.6,0
0,0,0,.26,.22,0,0,2,0,0,0,0,1,3.9,0
0,0,1,.35,.35,1,0,2,1,0,0,1,1,3.9,0
0,1,0,.38,.31,0,0,1,0,0,0,1,1,3.2,0
0,0,0,.38,.27,1,0,2,0,0,1,0,1,10.6,0
0,0,0,.26,.26,0,0,2,0,0,0,0,1,3.2,1
0,0,0,.18,.14,0,0,1,1,0,1,0,1,4.3,0
0,0,0,.24,.22,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.28,.27,1,0,2,0,0,0,1,1,3.9,1
0,0,0,.25,.09,1,0,2,1,0,0,0,1,1.8,1
0,0,0,.45,.45,0,0,2,0,0,0,1,1,3.6,1
0,0,0,.3,.29,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.34,.27,1,0,2,0,0,0,0,1,5.3,0
0,0,0,.3,.28,0,0,2,0,0,0,1,1,8.9,0
0,0,0,.28,.25,0,0,1,0,0,0,1,1,3.2,0
0,0,0,.38,.27,0,0,1,0,0,0,0,1,3.9,0
1,0,0,.34,.31,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.35,.28,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.33,.3,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.32,.31,1,0,2,0,0,0,1,1,1.8,0
0,0,0,.22,.2,0,0,2,0,0,0,1,1,3.1,0
0,0,0,.3,.23,1,0,2,0,0,0,1,1,3.9,0
0,0,0,.26,.25,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.34,.29,0,0,1,0,0,0,1,1,3.2,1
0,0,0,.28,.25,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.33,.31,1,0,2,0,0,1,1,1,3.2,0
0,0,0,.4,.35,1,0,2,0,0,0,0,1,2,0
0,0,1,.38,.24,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.26,.26,1,0,2,0,0,0,0,1,5.3,0
0,0,0,.2,.2,0,0,1,0,0,0,0,1,3.2,0
0,1,0,.34,.28,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.33,.25,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.35,.25,1,0,2,0,0,0,0,1,5.3,0
0,0,0,.36,.25,1,0,2,0,0,0,1,1,3.1,0
0,0,0,.32,.28,0,0,2,0,0,0,1,1,3.9,0
0,0,0,.32,.25,0,0,2,0,0,0,0,1,2,0
0,0,0,.34,.32,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.22,.21,1,0,2,0,0,1,0,1,4.3,0
0,0,0,.28,.27,0,0,1,0,0,0,0,1,10.6,0
0,0,0,.28,.26,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.31,.3,0,0,2,0,0,0,1,1,3.6,0
0,0,0,.37,.23,0,0,1,0,0,0,0,1,3.1,0
0,1,0,.32,.29,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.39,.23,0,0,2,0,0,0,0,1,3.2,0
1,1,0,.48,.34,1,0,2,1,0,0,1,1,3.2,0
0,0,0,.39,.25,1,0,1,0,0,0,0,1,2,0
0,0,0,.18,.12,0,0,2,0,0,0,1,1,3.1,0
1,0,0,.38,.18,1,0,1,0,1,0,1,1,4.3,0
0,0,0,.38,.33,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.26,.26,0,0,2,0,0,0,1,1,4.3,0
0,0,0,.36,.31,1,0,1,1,0,1,1,1,4.3,0
0,0,0,.26,.19,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.27,.24,0,0,2,0,0,0,1,1,10.6,0
0,0,0,.24,.24,0,0,2,0,0,1,0,1,3.2,0
0,0,0,.25,.17,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.28,.24,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.39,.28,0,0,2,0,0,0,0,1,3.2,0
1,1,0,.08,.08,0,0,1,1,0,1,0,1,4.3,0
0,0,0,.38,.3,0,0,2,0,0,0,0,1,2,0
0,0,0,.15,.13,0,0,2,0,0,0,0,1,3.2,0
0,0,1,.22,.19,0,0,3,1,0,0,0,1,2,0
0,0,0,.23,.14,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.2,.19,1,0,2,0,0,1,0,1,3.2,1
0,0,0,.32,.26,1,0,3,0,0,1,0,1,3.2,1
0,0,0,.35,.2,1,0,2,0,0,0,0,1,2,0
0,0,0,.46,.46,0,0,2,0,0,0,1,1,10.6,0
0,0,0,.31,.31,1,0,2,0,0,0,0,1,10.6,0
0,0,0,.21,.16,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.31,.25,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.29,.26,1,0,2,0,0,1,1,1,10.6,0
0,1,0,.31,.26,1,0,2,0,0,0,1,1,2,0
1,0,0,.57,.17,1,0,3,0,0,1,0,1,10.6,0
1,0,0,.52,.35,0,0,1,0,0,0,0,1,2,0
0,0,0,.33,.2,1,0,2,0,0,1,0,1,8.9,0
0,0,0,.33,.2,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.43,.27,0,0,1,0,0,0,0,1,3.2,0
